8;Deutsch; Davor waren meine Kollegen ganz unterschiedlich, zum Beispiel hörend. 
;Gloss; ICH2 VOR2^* KOLLEGE1A* MEISTENS1A VERSCHIEDEN1* $GEST^ HÖREND1A 
;Mundbild; [MG] kollegen [MG] verschieden hörend 
;;
;;
9;Deutsch; Meistens sind das Hörende untereinander und nur selten sind Gehörlose dabei. 
;Gloss; MEISTENS1A HÖREND1A WIMMELN1^ TAUB-GEHÖRLOS1A* SELTEN2 
;Mundbild; [MG] hörend [MG] selten 
;;
;;
10;Deutsch; Na ja, dann bin ich 2006 in die Firma gekommen. Als ich zur Firma kam, war schon ein anderer Gehörloser da. 
;Gloss; $GEST^ DANN1C KANN2B ICH1 $NUM-TAUSENDER1:2d* $NUM-EINER1D:6d* EINTRETEN1A^* FIRMA1B* ICH1^ EINTRETEN1A^ ENDLICH3 $NUM-EINER1A:1d* TAUB-GEHÖRLOS1A* DA1 
;Mundbild; zweitausendsechs firma endlich ein da 
;;
;;
11;Deutsch; Für mich ist es wichtig, dass ein Gehörloser da ist, weil ich jemanden zum Kommunizieren brauche. 
;Gloss; ICH2 FÜR1* WICHTIG1* TAUB-GEHÖRLOS1A GRUND4B KOMMUNIKATION1A* BRAUCHEN1 ICH1 
;Mundbild; für mich wichtig grund kommuni{kation} brauche 
;;
;;
12;Deutsch; Soll ich mich zurückhalten? Das wäre so etwas Ähnliches, das will ich nicht. 
;Gloss; $GEST^ $PROD* DASSELBE2A $GEST^ 
;Mundbild; [MG] selbe 
;;
;;
13;Deutsch; Darum ist es immer so, dass es viele Gehörlose/ 
;Gloss; DARUM1* IMMER4A* VIEL5 TAUB-GEHÖRLOS1A 
;Mundbild; darum immer viele 
;;
;;
14;Deutsch; Entschuldigung. 
;Gloss; ENTSCHULDIGUNG1* 
;Mundbild; entschuldi{gung} 
;;
;;
15;Deutsch; Wenn viele Hörende da sind und nur wenige Gehörlose, fühlt sich das seltsam an. 
;Gloss; HÖREND1A BEREICH1A^ VIEL1A $GEST^ ICH1 TAUB-GEHÖRLOS1A SELBST1A WENIG4 ICH2* GEFÜHL3* 
;Mundbild; viel selbst wenig [MG] 
;;
;;
16;Deutsch; Aber das ist eigentlich auch egal, weil ich den Mut dazu habe und das locker sehen kann. 
;Gloss; || EGAL3* || $GEST-ABWINKEN1^* || DA1* || MUT1 $GEST-ABWINKEN1^ LOCKER1 
;Mundbild; egal da mut locker 
;;
;;
17;Deutsch; Ich arbeitete also in dieser Firma, aber ich hatte ein Angebot einer anderen Firma, bei der viele gehörlose Kollegen arbeiten. 
;Gloss; ICH2 ARBEITEN1 GEFÜHL3* INNEN1A || GEWESEN1 || $NUM-EINER1A:1d* || FIRMA1B* || ANDERS1* || GEHÖREN1^* AUF-PERSON1* ANGEBOT1A* || $INDEX1* VIEL1A TAUB-GEHÖRLOS1A KOLLEGE1A 
;Mundbild; arbeite [MG] innen gewesen firma andere auf angebot viele gehörlose kollegen 
;;
;;
18;Deutsch; Das fand ich nicht schlecht. 
;Gloss; ICH1 SCHLECHT1* $GEST^ 
;Mundbild; nicht schlecht 
;;
;;
19;Deutsch; Ich war hin- und hergerissen, ob ich dorthin soll oder bei meiner Firma bleiben sollte. 
;Gloss; ICH2 SOLL1* UNENTSCHIEDEN1^* RICHTUNG3^* 
;Mundbild; soll [MG] 
;;
;;
20;Deutsch; Bei meiner Firma arbeiten vor allem Hörende. 
;Gloss; FIRMA1B* MEHR1* HÖREND1A GEHÖREN1^* 
;Mundbild; firma mehr hörend 
;;
;;
21;Deutsch; Ich habe deshalb gezweifelt, weil ich wirklich gerne in der Firma mit Gehörlosen gearbeitet hätte. 
;Gloss; ICH2 UNENTSCHIEDEN1^ GERN1 EINTRETEN1A* 
;Mundbild; [MG] gern ein{treten} 
;;
;;
22;Deutsch; Andererseits hatte ich bei meiner Firma den Vorteil, dass die Stelle unbefristet war. 
;Gloss; $INDEX1* VORTEIL1* DAUERN1 
;Mundbild; aber vorteil dauer 
;;
;;
23;Deutsch; Die Stelle bei der anderen Firma war nicht so sicher, weil die nur für zwei Jahre ging. 
;Gloss; $INDEX1* UNSICHER1* NUR2A* JAHR1A* 
;Mundbild; [MG] nur zwei jahre 
;;
;;
24;Deutsch; Ich war hin- und hergerissen. Ich habe den Vorteil mit der Kommunikation gesehen, die ich brauche und die bequem ist. 
;Gloss; ICH2 VORTEIL1 BRAUCHEN1* KOMMUNIKATION1A* BRAUCHEN1 ICH2 BEQUEM1* 
;Mundbild; vor{teil} brauch kommunikation brauche bequem 
;;
;;
25;Deutsch; Das ist ja auch meine Gehörlosenwelt. 
;Gloss; MEIN1 TAUB-GEHÖRLOS1A WELT1 MEIN1* 
;Mundbild; gehörlosenwelt 
;;
;;
26;Deutsch; Ich war am Abwägen, aber habe das doch gelassen und erstmal versucht, bei meiner Firma zu bleiben. 
;Gloss; $INDEX2* $GEST-ABWINKEN1^ ICH1 VERSUCHEN1* BLEIBEN2* 
;Mundbild; [MG] lass bleiben 
;;
;;
27;Deutsch; Ich nahm meinen Mut zusammen und ließ es auf mich zukommen. 
;Gloss; MUT3 $GEST-ABWINKEN1^* ABLAUF1^* 
;Mundbild; mut [MG] [MG] 
;;
;;
28;Deutsch; Mit den Hörenden dort hatte ich nichts zu tun, die haben sich stur auf die Arbeit konzentriert und es gab keine Kommunikation. 
;Gloss; HÖREND1A* BEREICH1A^* ICH2 $GEST^ KONZENTRIEREN1A^ ARBEITEN1 NICHTS1B* KOMMUNIKATION1A* 
;Mundbild; hörende [MG] [MG] arbeiten nichts kommu{nizieren} 
;;
;;
29;Deutsch; Sie hatten kein Herz für Gehörlose. 
;Gloss; TAUB-GEHÖRLOS1A HERZ1B^* NICHTS1B* 
;Mundbild; gut nichts nichts 
;;
;;
30;Deutsch; Ich habe mir das angesehen und war über die Situation erstaunt. 
;Gloss; ICH2 SEHEN-AUF1^* SO3 ICH2 
;Mundbild; so 
;;
;;
31;Deutsch; Normalerweise sind Hörende zuerst immer an Gebärdensprache interessiert und mögen das. Aber die haben sich nur auf die Arbeit konzentriert. 
;Gloss; NORMALERWEISE1* MEISTENS1A HÖREND1A* $GEST^ INTERESSE1A* GEBÄRDEN1A* INTERESSE1A NORMALERWEISE1* $GEST^ $INDEX1* NEIN3B^* KONZENTRIEREN1A^ 
;Mundbild; normalerweise meist hörende [MG] inter{esse} gebärden inter{esse} normalerweise 
;;
;;
32;Deutsch; Ich nahm das so hin und da waren wir nur zwei Gehörlose, das wars. 
;Gloss; ICH2 $GEST-ABWINKEN1^* NUR2A TAUB-GEHÖRLOS1A* BEIDE2A* ENDE1^* 
;Mundbild; [MG] nur [MG] 
;;
;;
33;Deutsch; Wenn wir gebärden, versuche ich, dass die Kollegen davon abgelenkt werden. 
;Gloss; ICH2^* GEBÄRDEN1A VERSUCHEN1* ICH1 ERBLICKEN1^* LOCKEN1* FASZINIEREND2 ICH1 LOCKEN1* ABLENKUNG1* 
;Mundbild; [MG] versuche [MG] [MG] locken [MG] locken ablenken 
;;
;;
34;Deutsch; Ich möchte sie dazu bringen, dass sie versuchen zu gebärden, zu gestikulieren und ihre Mimik einzusetzen. 
;Gloss; ICH2 LOCKEN1^* GEBÄRDEN1A GESTIK1* 
;Mundbild; [MG] [MG] [MG] 
;;
;;
35;Deutsch; Sie gingen darauf ein und einige von ihnen wurden ein bisschen besser. 
;Gloss; HÖREND1A* ACHTUNG1A^* BISSCHEN2A ABLAUF1^* BESSER1* 
;Mundbild; [MG] [MG] bi{sschen} besser 
;;
;;
36;Deutsch; Ich brachte ihnen etwas bei und versuchte, sie ehrgeizig zu motivieren. 
;Gloss; ICH2 $GEST^ WILLE6^* FÖRDERN2A^* 
;Mundbild; [MG] [MG] 
;;
;;
37;Deutsch; Das lief so weiter, aber es kam ins Stocken und nahm weiter ab. Das fand ich nicht toll. 
;Gloss; ABLAUF1^ MEHR3 $PROD* || ICH2 || $GEST^ 
;Mundbild; [MG] [MG] [MG] 
;;
;;
38;Deutsch; Dann hörte es ganz auf. Das war es dann wohl. 
;Gloss; $PROD* || ICH2 || $GEST^ 
;Mundbild; [MG] [MG] 
;;
;;
39;Deutsch; Ich wäre so froh darüber, wenn sie selbst Gebärdensprache lernen würden. Darüber wäre ich so froh. 
;Gloss; ICH2 FROH1 WENN1A SELBST1A* SPRACHE4B LERNEN1* WICHTIG1* FROH1 WICHTIG1* ICH1^ $GEST^ 
;Mundbild; froh wenn selbst sprache lernen wichtig froh wichtig 
;;
;;
40;Deutsch; Deshalb war es enttäuschend, dass das so stockend lief, und ich habe es dann aufgegeben. 
;Gloss; ICH1 $GEST^ $PROD* || $GEST-ABWINKEN1^* 
;Mundbild; [MG] [MG] [MG] 
;;
;;
41;Deutsch; Hauptsache ich hatte die eine Kollegin, mit dem Rest kann ich nicht viel anfangen. 
;Gloss; || ICH2 || HAUPTSACHE1A PERSON1^* KOLLEGE1A* ICH1* $GEST^ 
;Mundbild; haupt{sache} kollege [MG] 
;;
;;
42;Deutsch; Sie sagte: „Es stimmt, den Hörenden fehlt irgendwie die Motivation dafür.“ 
;Gloss; $INDEX1* SAGEN1* STIMMT1A* $INDEX1* HÖREND1A* MOTIVATION1* KEIN1* $GEST^ 
;Mundbild; stimmt hörende motivation keine [MG] 
;;
;;
43;Deutsch; Sie haben keinen Bezug zu mir und verstehen nicht, wenn ich lustige Sachen erzähle oder schlecht gelaunt bin. 
;Gloss; ABHÄNGIG3* AUF-PERSON1* GEBEN1B^ LUSTIG1 ODER4B* SCHLECHT1* SCHLECHTE-LAUNE3^ $INDEX1* ZUSAMMENHANG1A^* 
;Mundbild; abhängig gibt lustig oder laune [MG] 
;;
;;
44;Deutsch; Wenn ich gut gelaunt bin, dann ist es einfacher, in Kontakt miteinander zu kommen. 
;Gloss; WENN1A GUT1 LACHEN1^* ZUSAMMENHANG1A^* 
;Mundbild; wenn gute laune 
;;
;;
45;Deutsch; Ich kann bei der Arbeit nicht durchgehend so tun, als wäre ich gut gelaunt. 
;Gloss; ICH1 ARBEITEN1* IMMER1C $PROD* KANN1* ICH2 $GEST^ 
;Mundbild; arbeite immer [MG] kann nicht 
;;
;;
46;Deutsch; Darum nehme ich das so hin, wie es ist. 
;Gloss; ICH2* DARUM1 ICH2 $GEST^ ICH2 
;Mundbild; darum 
;;
;;
47;Deutsch; Es läuft so schleppend auf und ab, jetzt ist es vielleicht etwas besser. 
;Gloss; ABLAUF1^* $PROD* JETZT3* BESSER1* 
;Mundbild; [MG] [MG] jetzt besser 
;;
;;
48;Deutsch; Mir ist es auch wichtig, dass mein Chef gebärden kann. 
;Gloss; ICH2 WICHTIG1* AUCH1A CHEF1B KANN2B GEBÄRDEN1A* 
;Mundbild; wichtig auch chef kann gebärden 
;;
;;
49;Deutsch; Das ist wertvoll für mich, wenn er das kann. 
;Gloss; ICH1 WERTVOLL1B FÜR1* $INDEX1* 
;Mundbild; wertvoll für mich für mich 
;;
;;
50;Deutsch; Das ist schon gut. 
;Gloss; $GEST-ABWINKEN1^* GUT1 
;Mundbild; gut 
;;
;;
51;Deutsch; Es läuft soweit, es läuft bis jetzt ganz gut. 
;Gloss; $GEST^ ABLAUF2^ SONST1 BIS-JETZT1^ ICH1 LAUFEN-MASCHINE1* GUT1 $GEST^ 
;Mundbild; [MG] [MG] sonst läuft gut 
;;
;;
52;Deutsch; Einige können schon ein bisschen gebärden, das ist für mich sehr wichtig und besser als gar nichts. 
;Gloss; BISSCHEN2A BESITZEN1* KANN2B GEBÄRDEN1A* WICHTIG1* FÜR1* WICHTIG1* FÜR1* WICHTIG1 ALS3* NICHTS1B* 
;Mundbild; bisschen [MG] kann gebärden f{ür} wichtig für wichtig als nichts 
;;
;;
53;Deutsch; Du hast geschrieben, dass deine Schwester schwerhörig ist. Wie ist eure Beziehung? Habt ihr Kontakt und gebärdet ihr? Ja, genau. Ich/ Als meine Schwester und ich klein waren/ 
;Gloss; JA2* $INDEX1* ICH1* GRUND4B* $INDEX1 
;Mundbild; ich grund 
;;
;;
54;Deutsch; Du hast geschrieben, dass deine Schwester schwerhörig ist. Wie ist eure Beziehung? Habt ihr Kontakt und gebärdet ihr? 
;Gloss; JA2* 
;;
;;
55;Deutsch; Du hast geschrieben, dass deine Schwester schwerhörig ist. Wie ist eure Beziehung? Habt ihr Kontakt und gebärdet ihr? 
;Gloss; $INDEX1* ICH1* 
;Mundbild; ich 
;;
;;
56;Deutsch; Du hast geschrieben, dass deine Schwester schwerhörig ist. Wie ist eure Beziehung? Habt ihr Kontakt und gebärdet ihr? 
;Gloss; GRUND4B* $INDEX1 ICH1* WAR1* ICH2 KLEIN3^* 
;Mundbild; grund war 
;;
;;
57;Deutsch; Ich bin mit meiner Schwester aufgewachsen. 
;Gloss; $INDEX1 ICH1 SCHWESTER1A* UMZIEHEN1^* WACHSEN2A^* 
;Mundbild; ich schwester hier 
;;
;;
58;Deutsch; Weil sie schwerhörig ist und ich gehörlos bin, waren wir selbstverständlich immer zusammen, das war für uns klar. 
;Gloss; $INDEX1* ICH2* AUTOMAT3B* $INDEX1* SCHWERHÖRIG1* ICH1 TAUB-GEHÖRLOS1A AUTOMAT3B* ZUSAMMEN-PERSON1* || KLAR1A* 
;Mundbild; automatisch schwerhörig automatisch klar 
;;
;;
59;Deutsch; Die Hörenden waren für sich und ich war mit meiner Schwester zusammen in der Schule. 
;Gloss; TAUB-GEHÖRLOS1A || $INDEX1* HÖREND1A* GRUPPE1A^* GEHÖREN1^* $INDEX1* ICH1 WAR1* SCHULE1A ZUSAMMEN6* 
;Mundbild; hörenden [MG] schule zusammen 
;;
;;
60;Deutsch; Zuerst waren wir zusammen in Schleswig, bis sie in der fünften Klasse von der Schule musste. 
;Gloss; SCHLESWIG1A* ZUERST1A* SCHLESWIG1A* ZUSAMMEN6^* BIS1 SELBST1A* $NUM-ORD1:5* KLASSE2* VORBEI2B^ 
;Mundbild; schleswig zuerst schleswig bis fünfte klasse raus 
;;
;;
61;Deutsch; Sie ging dann an eine andere Schule für Hörende. 
;Gloss; ANDERS1 || SCHULE1A* HÖREND1A || $GEST-ABWINKEN1^* 
;Mundbild; andere schule hörende [MG] 
;;
;;
62;Deutsch; Ich war dann zwar alleine an der Schule, aber wir haben uns trotzdem zu Hause oder privat immer wieder getroffen und waren zusammen. 
;Gloss; ICH1 ALLEIN1C SONST1 $INDEX1* ICH1 HAUS1A* SELBST1A PRIVAT1A* ZUSAMMEN-PERSON1^ ABLAUF1^* TREFFEN1* ZUSAMMEN6* 
;Mundbild; allein sonst haus selbst privat treffen treffen treffen 
;;
;;
63;Deutsch; Wir haben ganz automatisch miteinander gebärdet, das war einfach so. 
;Gloss; $GEST^ AUTOMAT3B* $INDEX1 ICH1 GEBÄRDEN1A* DURCH1A $GEST^ AUTOMAT3B* $GEST^ 
;Mundbild; automatisch durch automatisch 
;;
;;
64;Deutsch; Wir sind eben immer zusammen. 
;Gloss; $GEST^ ZUSAMMEN3A* STAMM4B* $GEST^ 
;Mundbild; stamm 
;;
;;
65;Deutsch; Manchmal sehen wir uns auch selten, dann und wann, aber das macht nichts. 
;Gloss; MANCHMAL2* ZUSAMMEN-PERSON2A^ BISSCHEN2A ORT3^ $GEST-ABWINKEN1^* 
;Mundbild; manchmal [MG] mal 
;;
;;
66;Deutsch; Wie war das, als du noch zur Schule gingst? Wie war das, auf der Gehörlosenschule zu sein, und was hast du erlebt? 
;;
;;
67;Deutsch; Es ist egal, ob das nun positiv oder negativ war. Na ja, ich/ 
;Gloss; ICH1 $GEST^ 
;Mundbild; ich 
;;
;;
68;Deutsch; Es ist egal, ob das nun positiv oder negativ war. 
;Gloss; ICH1 $GEST^ 
;Mundbild; ich 
;;
;;
69;Deutsch; Leider ist Schleswig nicht gut für mich gewesen. 
;Gloss; LEIDER2* ICH2 WAR1* SCHLESWIG1A GUT4^* NICHT3A* ICH1 AUCH1A* $GEST^ 
;Mundbild; leider war schleswig nicht ich auch nicht [MG] 
;;
;;
70;Deutsch; Was ich sagen kann ist, dass es mit den Gehörlosen dort schön war. 
;Gloss; SAGEN2B SCHÖN1A TAUB-GEHÖRLOS1A DA1* 
;Mundbild; sage war schön da 
;;
;;
71;Deutsch; Es war gut, dass ich nicht zu den Hörenden auf die Schule gegangen bin. Das wäre nichts gewesen. 
;Gloss; GUT1* NICHT3A* HÖREND1A* EINTRETEN1A^* NICHT3A* ICH2 WAR1 $GEST^ 
;Mundbild; gut nicht hörende nicht war 
;;
;;
72;Deutsch; Das hat mit den Gehörlosen gestimmt. 
;Gloss; TAUB-GEHÖRLOS1A GUT1* ICH1 
;Mundbild; [MG] [MG] 
;;
;;
73;Deutsch; Es nahm alles seinen Lauf. 
;Gloss; ABLAUF2^ ABLAUF1^* $GEST^ 
;;
;;
74;Deutsch; Mit den Gehörlosen lief es eben. Manchmal gab es leider auch Negatives. 
;Gloss; VIEL1B TAUB-GEHÖRLOS1A* ABLAUF1A* MANCHMAL1 LEIDER1* NEGATIV1* LEIDER1 $GEST^ 
;Mundbild; viel gehö{rlos} manchmal leider negativ leider 
;;
;;
75;Deutsch; Man hatte mich gemobbt, aber das ist inzwischen egal und vorbei. 
;Gloss; MOBBING1C AUF-PERSON1* GEWESEN1* ICH1 $GEST-NM-SCHULTERZUCKEN1^ $GEST-ABWINKEN1^ 
;Mundbild; mobbing auf gewesen [MG] [MG] 
;;
;;
76;Deutsch; Das lief so, aber es war nicht alles wirklich toll dort. 
;Gloss; $GEST^ ABLAUF1^* $GEST^ NICHT3A* ALLES1A TOLL1A* NICHT3A* ICH1 $GEST^ 
;Mundbild; aber nicht alles toll nicht 
;;
;;
77;Deutsch; Ich kann mich leider nicht mehr daran erinnern. 
;Gloss; TUT-MIR-LEID2* ERINNERUNG2* $GEST^ 
;Mundbild; leider erinnern [MG] 
;;
;;
78;Deutsch; Ich weiß es wirklich nicht mehr. Erinnerst du dich noch daran, wie wir damals zum Fußballspiel von Bayern gefahren sind und große Fans waren? 
;Gloss; $GEST^ WISSEN2B^ $GEST-AUFMERKSAMKEIT1^ $GEST^ BEISPIEL1* FUSSBALL2 VERGANGENHEIT1^* ZUSAMMEN3A* 
;Mundbild; [MG] beispiel fußball zusammen 
;;
;;
79;Deutsch; Ich weiß es wirklich nicht mehr. Was? 
;Gloss; WISSEN2B^ $GEST-AUFMERKSAMKEIT1^ $GEST^ BEISPIEL1* FUSSBALL2 VERGANGENHEIT1^* ZUSAMMEN3A* WAS1B* BAYERN-MÜNCHEN1A* FAN2^* 
;Mundbild; [MG] beispiel fußball zusammen was bayern [MG] 
;;
;;
80;Deutsch; Erinnerst du dich noch daran, wie wir damals zum Fußballspiel von Bayern gefahren sind und große Fans waren? 
;Gloss; ZUSAMMEN3A* WAS1B* BAYERN-MÜNCHEN1A* FAN2^* 
;Mundbild; zusammen was bayern [MG] 
;;
;;
81;Deutsch; Das wäre zum Beispiel etwas. Ach ja, das war mit dir zusammen. 
;Gloss; BEISPIEL1 DU1 
;Mundbild; beispiel 
;;
;;
82;Deutsch; Das wäre zum Beispiel etwas. 
;Gloss; BEISPIEL1 DU1 UNTER1A^* DU1 
;Mundbild; beispiel 
;;
;;
83;Deutsch; Das stimmt, das war früher/ 
;Gloss; $INDEX1* WAR1* 
;Mundbild; war 
;;
;;
84;Deutsch; Weißt du das noch? Bayern München war immer ein Thema für uns. 
;Gloss; ACHTUNG1A^* || DU1 WISSEN2B BAYERN-MÜNCHEN1A* THEMA1* STIMMT1B 
;Mundbild; weiß bayern thema stimmt 
;;
;;
85;Deutsch; Ich werde das nicht vergessen, wie wir beide beste Freunde und eingefleischte Bayern-Fans waren. 
;Gloss; DU1 ICH1 VERGESSEN1 ZUSAMMEN3A* GUT5A^* ZUSAMMEN-PERSON1^ GUT1^ GLEICH8* IM-BLUT-HABEN1A^* ETWAS-LIEBEN1 BAYERN-MÜNCHEN1A* MANNSCHAFT1 
;Mundbild; vergessen zusammen [MG] [MG] bayern 
;;
;;
86;Deutsch; Über die Fußballmannschaft Bayern München teilten wir dieselbe Meinung, waren begeistert und haben lebhaft über sie diskutiert. 
;Gloss; MANNSCHAFT1* FUSSBALL1A MANNSCHAFT1 AUS8 BAYERN-MÜNCHEN1A* GEHÖREN1^* IM-BLUT-HABEN1A^* STIMMT1B* GLEICH8* MEINUNG1A HANDLUNG2^* 
;Mundbild; fußballmannschaft aus bayern stimmt gleich mein 
;;
;;
87;Deutsch; Wir haben auch beide gespannt bis zum Abend gewartet und dann das Fußballspiel im Fernsehen angesehen. 
;Gloss; MOTIVATION1 REIN-HINEIN2 WARTEN1A* BIS1* ABEND2 FERNSEHER1B* SICH-DIE-HÄNDE-REIBEN1* 
;Mundbild; motiv{ation} rein warten bis abend fernseher [MG] 
;;
;;
88;Deutsch; Damals hast du uns Plätze auf dem Sofa mit deinem Schal reserviert. 
;Gloss; DU1* VORHER2* SITZEN1A* SOFA1* SITZEN1A* SCHAL2 SCHMAL1A^ BESETZT1A GEHÖREN1^* FLACH1^ 
;Mundbild; vorher sitz sofa schal besetzt 
;;
;;
89;Deutsch; Dazu haben wir noch Essen organisiert, weil wir bereits an das Spiel gedacht haben und darauf gespannt waren. 
;Gloss; DAZU1* ESSEN2* HOLEN1A* HOLEN1A* || WISSEN2B HOLEN1A* || HEUTE1 HOLEN1A* || ABEND2* SICH-DIE-HÄNDE-REIBEN1^ 
;Mundbild; dazu essen holen heute abend 
;;
;;
90;Deutsch; Das ging um 20:45 Uhr los und wir beide saßen voller Vorfreude nebeneinander vor dem Fernseher. 
;Gloss; LOS-START1* $NUM-UHR1D:8d'phs:0,5* UHR1* $NUM-EINER1B:5* $NUM-ZEHNER2A:4* BEDEUTUNG1* ABEND2* LOS-START1* ICH1 ENDE1^* FROH1^* SITZEN1A* SICH-DIE-HÄNDE-REIBEN1^ 
;Mundbild; los acht uhr fünf{und}vierzig bedeutet abend{s} los froh 
;;
;;
91;Deutsch; Ja, das war richtig schön. 
;Gloss; STIMMT1^* GUT1^* 
;;
;;
92;Deutsch; Wir waren zwar müde, aber wir haben das Spiel bis zum Schluss angeschaut. 
;Gloss; DARUM1* WIR1A LOS-START1* ZUSCHAUEN1* $GEST^ BIS1* SCHLUSS3 
;Mundbild; darum wir los [MG] bis schluss 
;;
;;
93;Deutsch; Das war eine schöne Zeit und auch eine schöne Erinnerung. 
;Gloss; WAR1* SCHÖN1A ZEIT1* SCHÖN1A ERINNERUNG2 
;Mundbild; war schöne zeit schöne erinnerung 
;;
;;
94;Deutsch; Hast du noch weitere Erinnerungen? 
;;
;;
95;Deutsch; Weißt du noch mehr? 
;Gloss; $GEST^ 
;Mundbild; sag mal 
;;
;;
96;Deutsch; Etwas, das mit mir zu tun hat. 
;Gloss; ICH1 ZUSAMMENHANG1A^* 
;;
;;
97;Deutsch; Aber was? 
;Gloss; $ORAL^ 
;Mundbild; ?? 
;;
;;
98;Deutsch; Es war/ 
;Gloss; WAR1* 
;Mundbild; war 
;;
;;
99;Deutsch; Es ist auch eine schöne Erinnerung, wie wir früher in der Gruppe gemeinsam draußen im Hof gespielt haben. 
;Gloss; SCHÖN1A* WAR1* JA1A SCHÖN1A ERINNERUNG2* MEHR1 FRÜHER1* GRUPPE1A* WIR1B MEHR1* ZUSAMMEN1A* WIR1A* DRAUSSEN1 SPIELEN1* WABBELN1^ HOF2 SPIELEN1 
;Mundbild; war ja schön erinnerung mehr früher gruppe mehr draußen spiel hof spielen 
;;
;;
100;Deutsch; Wir Hörgeschädigten haben zusammen gespielt. 
;Gloss; ZUSAMMEN3A* WIR1A HÖREN2* SCHADEN1* WIMMELN1^* ZUSAMMEN7 SPIELEN1* 
;Mundbild; zusammen hörgeschädigten 
;;
;;
101;Deutsch; Wir haben uns auch heimlich getroffen, so um 11 Uhr oder 12 Uhr nachts, ohne dass der Erzieher davon wusste. 
;Gloss; WIR1A* HEIMLICH5A AUCH1A GEHEIM2A* REGELMÄSSIG2* ZEIT1* HEIMLICH1A* $NUM-SCHNIPS1:1* $NUM-SCHNIPS1:2* BIS1^ ERZIEHUNG1B WISSEN2A* ZUSAMMEN3A* 
;Mundbild; auch geheim [MG] geheim elf zwölf erzieher weiß zusammen 
;;
;;
102;Deutsch; Wir sind dann immer heimlich in das Zimmer, das einen Balkon hatte und/ 
;Gloss; SICH-DIE-HÄNDE-REIBEN1^ $PROD* $NUM-EINER1A:1d* ZIMMER1D* DA1* EIGEN1B BALKON1* 
;Mundbild; [MG] [MG] ein zimmer da eigener balkon 
;;
;;
103;Deutsch; Das war normalerweise nicht üblich, dass ein Zimmer einen Balkon hatte. 
;Gloss; NORMALERWEISE1* NICHT3A SO1A* $INDEX1 BALKON1* 
;Mundbild; normal{er}weise nicht so balkon 
;;
;;
104;Deutsch; Dort haben wir dann heimlich geraucht, Alkohol getrunken oder auch Gläserrücken mit dem Teufel und andere verschiedene Dinge gemacht. 
;Gloss; || $INDEX1 $PROD* HEIMLICH1C* $INDEX1 RAUCHEN1A $LIST1* ODER1* ALKOHOL2* ODER1 TEUFEL1B KIRMES1^* ODER1 VERSCHIEDEN2A* 
;Mundbild; heimlich rauchen oder alkohol oder teufel verschiedenes 
;;
;;
105;Deutsch; Das war vor allem in dem einen Zimmer und wir haben immer gehofft, dass der Erzieher uns so spät nicht erwischt. 
;Gloss; $INDEX1* HAUPT1A^* ZIMMER1D $INDEX1 $INDEX1 ZEIT1 HOFFEN1B* ERZIEHUNG1A VERHAFTEN2^* NEIN1B^* 
;Mundbild; im zimmer hoffe erzieher erwischen [MG] 
;;
;;
106;Deutsch; Die Jüngeren, die da waren, mussten immer widerwillig früher in ihre Zimmer und die Älteren durften später ins Bett gehen. 
